kingdom;phylum;klass;order;family;genus;species;subspecies;scientific_name;author
Plantae;;;Orchidales;Orchidaceae;Biermannia;arunachalensis;;Biermannia arunachalensis;A.N.Rao
Plantae;;;Orchidales;Orchidaceae;Biermannia;calcarata;;Biermannia calcarata;Aver.
Plantae;;;Orchidales;Orchidaceae;Biermannia;flava;;Biermannia flava;(Carr) Garay
Plantae;;;Orchidales;Orchidaceae;Biermannia;jainiana;;Biermannia jainiana;S.N. Hegde & A. Nageswara Rao
Plantae;;;Orchidales;Orchidaceae;Biermannia;laciniata;;Biermannia laciniata;Carr (Garay)
Plantae;;;Orchidales;Orchidaceae;Biermannia;quinquecallosa;;Biermannia quinquecallosa;King & Pantl.
Plantae;;;Orchidales;Orchidaceae;Biermannia;sarcanthoides;;Biermannia sarcanthoides;(Ridl.) Garay
Plantae;;;Orchidales;Orchidaceae;Biermannia;sigaldii;;Biermannia sigaldii;Seidenf.
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;atropurpurea;;Bifrenaria atropurpurea;(Lodd.) Lindl. (1833)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;aurea;;Bifrenaria aurea;Barb.Rodr. (1882)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;calcarata;;Bifrenaria calcarata;Barb.Rodr. 1882
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;charlesworthii;;Bifrenaria charlesworthii;Rolfe
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;clavigera;;Bifrenaria clavigera;Rchb.f. (1865)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;grandis;;Bifrenaria grandis;(Kraenzl.) Garay 1958
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;harrisoniae;;Bifrenaria harrisoniae;(Hook.) Rchb.f. (1854)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;inodora;;Bifrenaria inodora;Lindl. (1843)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;leucorhoda;;Bifrenaria leucorhoda;Rchb.f.
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;leucorrhoda;;Bifrenaria leucorrhoda;Rchb.f. (1859)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;longicornis;;Bifrenaria longicornis;Lindl. (1855)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;maguirei;;Bifrenaria maguirei;C.Schweinf.
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;melanopoda;;Bifrenaria melanopoda;Klotzsch (1855)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;mellicolor;;Bifrenaria mellicolor;Rchb.f. (1878)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;parvula;;Bifrenaria parvula;(Hook.) Rchb.f. 1862
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;racemosa;;Bifrenaria racemosa;(Hook.) Lindl. (1843)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;secunda;;Bifrenaria secunda;(Hoehne) Pabst 1967
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;silvana;;Bifrenaria silvana;V.P.Castro (1991)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;stefanae;;Bifrenaria stefanae;V.P.Castro 1991
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;steyermarkii;;Bifrenaria steyermarkii;(Foldats) Garay & Dunsterv. 1976
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;tyrianthina;;Bifrenaria tyrianthina;(Lodd. ex Loudon) Rchb.f. (1858)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;venezuelana;;Bifrenaria venezuelana;C.Schweinf. 1965
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;verboonenii;;Bifrenaria verboonenii;G.A.Romero & V.P.Castro (2000)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;villosula;;Bifrenaria villosula;Brade 1949
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;vitellina;;Bifrenaria vitellina;(Lindl.) Lindl. (1843)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;wendlandiana;;Bifrenaria wendlandiana;(Kraenzl.) Cogn (1902)
Plantae;;;Orchidales;Orchidaceae;Bifrenaria;wittigii;;Bifrenaria wittigii;(Rchb.f.) Hoehne (1953)
Plantae;;;Orchidales;Orchidaceae;Bipinnula;biplumata;;Bipinnula biplumata;(L.) Reichenbach f.
Plantae;;;Orchidales;Orchidaceae;Bipinnula;fimbriata;;Bipinnula fimbriata;(Poepp.) I.M.Johnst.
Plantae;;;Orchidales;Orchidaceae;Bipinnula;gabriel;;Bipinnula gabriel;P.A.Bravo & G.M.Baeza
Plantae;;;Orchidales;Orchidaceae;Bipinnula;gibertii;;Bipinnula gibertii;Rchb.f.
Plantae;;;Orchidales;Orchidaceae;Bipinnula;montana;;Bipinnula montana;Arechav.
Plantae;;;Orchidales;Orchidaceae;Bipinnula;penicillata;;Bipinnula penicillata;(Rchb.f.) Cisternas & Salazar
Plantae;;;Orchidales;Orchidaceae;Bipinnula;plumosa;;Bipinnula plumosa;Lindl.
Plantae;;;Orchidales;Orchidaceae;Bipinnula;polysyka;;Bipinnula polysyka;Kraenzl.
Plantae;;;Orchidales;Orchidaceae;Bipinnula;taltalensis;;Bipinnula taltalensis;I.M.Johnst.
Plantae;;;Orchidales;Orchidaceae;Bipinnula;volkmannii;;Bipinnula volkmannii;Kraenzl.
Plantae;;;Orchidales;Orchidaceae;Bletia;adenocarpa;;Bletia adenocarpa;Reichb.f.
Plantae;;;Orchidales;Orchidaceae;Bletia;amabilis;;Bletia amabilis;C. Schweinf.
Plantae;;;Orchidales;Orchidaceae;Bletia;antillana;;Bletia antillana;M.A.Diaz & Sosa
Plantae;;;Orchidales;Orchidaceae;Bletia;campanulata;;Bletia campanulata;Llave & Lex.
Plantae;;;Orchidales;Orchidaceae;Bletia;candida;;Bletia candida;Kraenzl.
Plantae;;;Orchidales;Orchidaceae;Bletia;catenulata;;Bletia catenulata;R. & P.
Plantae;;;Orchidales;Orchidaceae;Bletia;coccinea;;Bletia coccinea;Llave & Lex.
Plantae;;;Orchidales;Orchidaceae;Bletia;concolor;;Bletia concolor;Dressler
Plantae;;;Orchidales;Orchidaceae;Bletia;ensifolia;;Bletia ensifolia;L.O. Williams
Plantae;;;Orchidales;Orchidaceae;Bletia;florida;;Bletia florida;(Salisb.) R.Br.
Plantae;;;Orchidales;Orchidaceae;Bletia;gracilis;;Bletia gracilis;Lodd.
Plantae;;;Orchidales;Orchidaceae;Bletia;greenmaniana;;Bletia greenmaniana;L.O. Williams
Plantae;;;Orchidales;Orchidaceae;Bletia;greenwoodiana;;Bletia greenwoodiana;Sosa
Plantae;;;Orchidales;Orchidaceae;Bletia;lilacina;;Bletia lilacina;A.Rich. & Galeotti
Plantae;;;Orchidales;Orchidaceae;Bletia;macristhmochila;;Bletia macristhmochila;Greenman
Plantae;;;Orchidales;Orchidaceae;Bletia;meridana;;Bletia meridana;(Rchb.f.) Garay & Dunst.
Plantae;;;Orchidales;Orchidaceae;Bletia;neglecta;;Bletia neglecta;Sosa
Plantae;;;Orchidales;Orchidaceae;Bletia;nelsonii;;Bletia nelsonii;Ames
Plantae;;;Orchidales;Orchidaceae;Bletia;netzeri;;Bletia netzeri;Senghas
Plantae;;;Orchidales;Orchidaceae;Bletia;parkinsonii;;Bletia parkinsonii;Hook.
Plantae;;;Orchidales;Orchidaceae;Bletia;punctata;;Bletia punctata;Llave & Lex.
Plantae;;;Orchidales;Orchidaceae;Bletia;reflexa;;Bletia reflexa;Lindl.
Plantae;;;Orchidales;Orchidaceae;Bletia;riparia;;Bletia riparia;Sosa & Palestina
Plantae;;;Orchidales;Orchidaceae;Bletia;tenuifolia;;Bletia tenuifolia;Ames & C. Schweinf.
Plantae;;;Orchidales;Orchidaceae;Bletia;urbana;;Bletia urbana;Dressler
Plantae;;;Orchidales;Orchidaceae;Bletia;villae;;Bletia villae;Soto Arenas
Plantae;;;Orchidales;Orchidaceae;Bletia;warfordiana;;Bletia warfordiana;Sosa
Plantae;;;Orchidales;Orchidaceae;Bletilla;chartacea;;Bletilla chartacea;(King & Pantl.) Tang & Wang
Plantae;;;Orchidales;Orchidaceae;Bletilla;foliosa;;Bletilla foliosa;(King & Paul) Tang & F.T. Wang
Plantae;;;Orchidales;Orchidaceae;Bletilla;formosana;;Bletilla formosana;(Hayata) Schltr.
Plantae;;;Orchidales;Orchidaceae;Bletilla;ochracea;;Bletilla ochracea;Schltr.
Plantae;;;Orchidales;Orchidaceae;Bletilla;sinensis;;Bletilla sinensis;(Rolfe) Schltr.
Plantae;;;Orchidales;Orchidaceae;Bletilla;striata;;Bletilla striata;(Thunb. ex A.Murray) Rchb.f.
Plantae;;;Orchidales;Orchidaceae;Bogoria;merrillii;;Bogoria merrillii;(Ames) Garay
Plantae;;;Orchidales;Orchidaceae;Bogoria;papuana;;Bogoria papuana;Schltr.
Plantae;;;Orchidales;Orchidaceae;Bogoria;raciborskii;;Bogoria raciborskii;J.J. Smith
Plantae;;;Orchidales;Orchidaceae;Bogoria;taeniorhiza;;Bogoria taeniorhiza;(Schltr.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Bollea;hirtzii;;Bollea hirtzii;Waldvogel
Plantae;;;Orchidales;Orchidaceae;Bollea;lawrenciana;;Bollea lawrenciana;Rchb.f.
Plantae;;;Orchidales;Orchidaceae;Bollea;violacea;;Bollea violacea;(Lindl.) Rchb.f. 1852
Plantae;;;Orchidales;Orchidaceae;Bolusiella;fractiflexa;;Bolusiella fractiflexa;Droissart, Stévart & Verlynde
Plantae;;;Orchidales;Orchidaceae;Bolusiella;maudiae;;Bolusiella maudiae;(Bolus) Schltr.
Plantae;;;Orchidales;Orchidaceae;Bolusiella;talbotii;;Bolusiella talbotii;
Plantae;;;Orchidales;Orchidaceae;Bolusiella;zenkeri;;Bolusiella zenkeri;
Plantae;;;Orchidales;Orchidaceae;Bonatea;boltonii;;Bonatea boltonii;(Harv.) Bolus
Plantae;;;Orchidales;Orchidaceae;Bonatea;lamprophylla;;Bonatea lamprophylla;J.L.Stewart
Plantae;;;Orchidales;Orchidaceae;Bonatea;polypodantha;;Bonatea polypodantha;(Rchb.f.) L.Bolus
Plantae;;;Orchidales;Orchidaceae;Bonatea;porrecta;;Bonatea porrecta;(Bolus) Summerh.
Plantae;;;Orchidales;Orchidaceae;Bonatea;pulchella;;Bonatea pulchella;Summerh.
Plantae;;;Orchidales;Orchidaceae;Bonatea;rabaiensis;;Bonatea rabaiensis;(Rendle) Rolfe
Plantae;;;Orchidales;Orchidaceae;Bonatea;saundersiae;;Bonatea saundersiae;(Harv.) T.Durand & Schinz
Plantae;;;Orchidales;Orchidaceae;Bonatea;saundersioides;;Bonatea saundersioides;(Kraenzl. & Schltr.) Cortesi
Plantae;;;Orchidales;Orchidaceae;Bonatea;stereophylla;;Bonatea stereophylla;(Kraenzl.) Summerh.
Plantae;;;Orchidales;Orchidaceae;Bonatea;volkensiana;;Bonatea volkensiana;(Kraenzlin) Rolfe
Plantae;;;Orchidales;Orchidaceae;Bonniera;appendiculata;;Bonniera appendiculata;
Plantae;;;Orchidales;Orchidaceae;Bothriochilus;densiflorus;;Bothriochilus densiflorus;(Rolfe) Ames & Correll (1942)
Plantae;;;Orchidales;Orchidaceae;Bothriochilus;guatemalensis;;Bothriochilus guatemalensis;(Rchb.f.) L.O.Williams 1940
Plantae;;;Orchidales;Orchidaceae;Bothriochilus;macrostachyus;;Bothriochilus macrostachyus;(Lindl.) L.O.Williams 1940
Plantae;;;Orchidales;Orchidaceae;Brachionidium;alpestre;;Brachionidium alpestre;Luer & R.Vásquez
Plantae;;;Orchidales;Orchidaceae;Brachionidium;arethusa;;Brachionidium arethusa;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;ballatrix;;Brachionidium ballatrix;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;brachycladum;;Brachionidium brachycladum;Luer & R.Escobar
Plantae;;;Orchidales;Orchidaceae;Brachionidium;brevicaudatum;;Brachionidium brevicaudatum;Rolfe
Plantae;;;Orchidales;Orchidaceae;Brachionidium;calypso;;Brachionidium calypso;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;capillare;;Brachionidium capillare;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;carmeniae;;Brachionidium carmeniae;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;ciliolatum;;Brachionidium ciliolatum;Garay
Plantae;;;Orchidales;Orchidaceae;Brachionidium;condorense;;Brachionidium condorense;L.Jost
Plantae;;;Orchidales;Orchidaceae;Brachionidium;cruziae;;Brachionidium cruziae;L.O.Williams
Plantae;;;Orchidales;Orchidaceae;Brachionidium;deflexum;;Brachionidium deflexum;L.Jost
Plantae;;;Orchidales;Orchidaceae;Brachionidium;demissum;;Brachionidium demissum;Luer & C.Soto
Plantae;;;Orchidales;Orchidaceae;Brachionidium;dentatum;;Brachionidium dentatum;Luer & Dressler
Plantae;;;Orchidales;Orchidaceae;Brachionidium;diaphanum;;Brachionidium diaphanum;Luer & R.Vásquez
Plantae;;;Orchidales;Orchidaceae;Brachionidium;dodsonii;;Brachionidium dodsonii;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;dressleri;;Brachionidium dressleri;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;ecuadorense;;Brachionidium ecuadorense;Garay
Plantae;;;Orchidales;Orchidaceae;Brachionidium;ephemerum;;Brachionidium ephemerum;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;escobarii;;Brachionidium escobarii;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;filamentosum;;Brachionidium filamentosum;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;folsomii;;Brachionidium folsomii;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;fornicatum;;Brachionidium fornicatum;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;furfuraceum;;Brachionidium furfuraceum;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;galeatum;;Brachionidium galeatum;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;gonzalesiorum;;Brachionidium gonzalesiorum;Becerra
Plantae;;;Orchidales;Orchidaceae;Brachionidium;haberi;;Brachionidium haberi;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;imperiale;;Brachionidium imperiale;Luer & Hirtz ex Harling & L.Andersson
Plantae;;;Orchidales;Orchidaceae;Brachionidium;ingramii;;Brachionidium ingramii;Luer & Dalström
Plantae;;;Orchidales;Orchidaceae;Brachionidium;inkaterrense;;Brachionidium inkaterrense;Luer & C.Soto
Plantae;;;Orchidales;Orchidaceae;Brachionidium;jesupiae;;Brachionidium jesupiae;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;juliani;;Brachionidium juliani;Carnevali & I.Ramírez
Plantae;;;Orchidales;Orchidaceae;Brachionidium;kirbyi;;Brachionidium kirbyi;Bogarín, Karremans & M.Muñoz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;kuhniarum;;Brachionidium kuhniarum;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;lehmannii;;Brachionidium lehmannii;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;longicaudatum;;Brachionidium longicaudatum;Ames & C.Schweinf.
Plantae;;;Orchidales;Orchidaceae;Brachionidium;loxense;;Brachionidium loxense;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;lucanoideum;;Brachionidium lucanoideum;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;machupicchuense;;Brachionidium machupicchuense;N.Salinas & Christenson
Plantae;;;Orchidales;Orchidaceae;Brachionidium;meridense;;Brachionidium meridense;Garay
Plantae;;;Orchidales;Orchidaceae;Brachionidium;minusculum;;Brachionidium minusculum;Luer & Dressler
Plantae;;;Orchidales;Orchidaceae;Brachionidium;neblinense;;Brachionidium neblinense;Carnevali & I.Ramírez
Plantae;;;Orchidales;Orchidaceae;Brachionidium;operosum;;Brachionidium operosum;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;parvifolium;;Brachionidium parvifolium;(Lindl.) Lindl.
Plantae;;;Orchidales;Orchidaceae;Brachionidium;parvum;;Brachionidium parvum;Cogn.
Plantae;;;Orchidales;Orchidaceae;Brachionidium;peltarion;;Brachionidium peltarion;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;pepe-portillae;;Brachionidium pepe-portillae;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;phalangiferum;;Brachionidium phalangiferum;Garay
Plantae;;;Orchidales;Orchidaceae;Brachionidium;piuntzae;;Brachionidium piuntzae;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;polypodium;;Brachionidium polypodium;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;portillae;;Brachionidium portillae;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;pteroglossum;;Brachionidium pteroglossum;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;puraceense;;Brachionidium puraceense;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;pusillum;;Brachionidium pusillum;Ames & C. Schweinf.
Plantae;;;Orchidales;Orchidaceae;Brachionidium;quatuor;;Brachionidium quatuor;Becerra
Plantae;;;Orchidales;Orchidaceae;Brachionidium;renzii;;Brachionidium renzii;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;restrepioides;;Brachionidium restrepioides;(Hoehne) Pabst
Plantae;;;Orchidales;Orchidaceae;Brachionidium;satyreum;;Brachionidium satyreum;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;serratum;;Brachionidium serratum;Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachionidium;sherringii;;Brachionidium sherringii;Rolfe
Plantae;;;Orchidales;Orchidaceae;Brachionidium;simplex;;Brachionidium simplex;Garay
Plantae;;;Orchidales;Orchidaceae;Brachionidium;stellare;;Brachionidium stellare;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachionidium;syme-morrisii;;Brachionidium syme-morrisii;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;tetrapetalum;;Brachionidium tetrapetalum;(F.Lehm. & Kraenzl.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachionidium;uxorium;;Brachionidium uxorium;Luer & Vásquez
Plantae;;;Orchidales;Orchidaceae;Brachionidium;vasquezii;;Brachionidium vasquezii;Luer
Plantae;;;Orchidales;Orchidaceae;Brachionidium;viridis;;Brachionidium viridis;Becerra & Catchpole
Plantae;;;Orchidales;Orchidaceae;Brachionidium;yanachagaensis;;Brachionidium yanachagaensis;Becerra
Plantae;;;Orchidales;Orchidaceae;Brachionidium;zunagense;;Brachionidium zunagense;Luer & Hirtz
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;angolensis;;Brachycorythis angolensis;(Schltr.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;basifoliata;;Brachycorythis basifoliata;Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;buchananii;;Brachycorythis buchananii;(Schltr.) Rolfe
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;congoensis;;Brachycorythis congoensis;Kraenzl.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;conica;;Brachycorythis conica;(Summerh.) Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;disoides;;Brachycorythis disoides;(Ridl.) Kraenzl.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;friesii;;Brachycorythis friesii;(Schltr.) Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;galeandra;;Brachycorythis galeandra;(Rchb. f.) Summ.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;iantha;;Brachycorythis iantha;(Wight) Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;inhambanensis;;Brachycorythis inhambanensis;(Schltr.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;laotica;;Brachycorythis laotica;(Gagnep.) Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;lastii;;Brachycorythis lastii;Rolfe
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;macowaniana;;Brachycorythis macowaniana;Rchb.f.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;mac-owaniana;;Brachycorythis mac-owaniana;Rchb.f.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;macrantha;;Brachycorythis macrantha;(Lindl.) Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;mixta;;Brachycorythis mixta;Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;neglecta;;Brachycorythis neglecta;H.A.Pedersen
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;obcordata;;Brachycorythis obcordata;(Lindl. ex Wall.) Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;paucifolia;;Brachycorythis paucifolia;Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;peitawuensis;;Brachycorythis peitawuensis;T.P.Lin & W.M.Lin
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;pilosa;;Brachycorythis pilosa;Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;pubescens;;Brachycorythis pubescens;Harv.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;pumilio;;Brachycorythis pumilio;(Lindl.) Rchb.f.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;rhodostachys;;Brachycorythis rhodostachys;(Schltr.) Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;sceptrum;;Brachycorythis sceptrum;Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;splendida;;Brachycorythis splendida;Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;tanganyikensis;;Brachycorythis tanganyikensis;Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;tenuior;;Brachycorythis tenuior;Rchb.f.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;thorelii;;Brachycorythis thorelii;(Gagnep.) Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;velutina;;Brachycorythis velutina;Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;wightii;;Brachycorythis wightii;Summerh.
Plantae;;;Orchidales;Orchidaceae;Brachycorythis;youngii;;Brachycorythis youngii;(Szlach., Mytnik, Rutk., Jerch. & Baranow) J.M.H.Shaw
Plantae;;;Orchidales;Orchidaceae;Brachypeza;archytas;;Brachypeza archytas;(Ridley) Garay
Plantae;;;Orchidales;Orchidaceae;Brachypeza;cladostachya;;Brachypeza cladostachya;(Hook.f.) Kocyan & Schuit.
Plantae;;;Orchidales;Orchidaceae;Brachypeza;koeteiensis;;Brachypeza koeteiensis;(Schltr.) Garay
Plantae;;;Orchidales;Orchidaceae;Brachypeza;laotica;;Brachypeza laotica;(Seidenf.) Seidenf.
Plantae;;;Orchidales;Orchidaceae;Brachypeza;minimipes;;Brachypeza minimipes;(J.J.Sm.) Garay
Plantae;;;Orchidales;Orchidaceae;Brachypeza;pallida;;Brachypeza pallida;(Blume) Kocyan & Schuit.
Plantae;;;Orchidales;Orchidaceae;Brachypeza;semiteretifolia;;Brachypeza semiteretifolia;(H.A.Pedersen) Kocyan & Schuit.
Plantae;;;Orchidales;Orchidaceae;Brachypeza;simondiana;;Brachypeza simondiana;(Gagnep.) Kocyan & Schuit.
Plantae;;;Orchidales;Orchidaceae;Brachypeza;unguiculata;;Brachypeza unguiculata;(Lindl.) Kocyan & Schuit.
Plantae;;;Orchidales;Orchidaceae;Brachypeza;zamboangensis;;Brachypeza zamboangensis;(Ames) Garay
Plantae;;;Orchidales;Orchidaceae;Brachystele;affinis;;Brachystele affinis;(C. Schweinf.) Balogh & Gonzalez
Plantae;;;Orchidales;Orchidaceae;Brachystele;arechavaletae;;Brachystele arechavaletae;(Kraenzl.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;bicrinita;;Brachystele bicrinita;Szlach.
Plantae;;;Orchidales;Orchidaceae;Brachystele;bracteosa;;Brachystele bracteosa;(Lindl.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;burkartii;;Brachystele burkartii;M.N.Correa
Plantae;;;Orchidales;Orchidaceae;Brachystele;camporum;;Brachystele camporum;(Lindl.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;chlorops;;Brachystele chlorops;(Rchb.f.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;cyclochila;;Brachystele cyclochila;(Kraenzl.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;delicatula;;Brachystele delicatula;(Kraenzl.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;dilatata;;Brachystele dilatata;(Lindl.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;guayanensis;;Brachystele guayanensis;(Lindl.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;luzmariana;;Brachystele luzmariana;Szlach. & R.González
Plantae;;;Orchidales;Orchidaceae;Brachystele;maasii;;Brachystele maasii;Szlach.
Plantae;;;Orchidales;Orchidaceae;Brachystele;oxyanthos;;Brachystele oxyanthos;Szlach.
Plantae;;;Orchidales;Orchidaceae;Brachystele;pappulosa;;Brachystele pappulosa;Szlach.
Plantae;;;Orchidales;Orchidaceae;Brachystele;polyantha;;Brachystele polyantha;(Reichb.f.) Balogh
Plantae;;;Orchidales;Orchidaceae;Brachystele;scabrilingua;;Brachystele scabrilingua;Szlach.
Plantae;;;Orchidales;Orchidaceae;Brachystele;subfiliformis;;Brachystele subfiliformis;(Cogn.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;tamayoana;;Brachystele tamayoana;Szlach., Rutk. & Mytnik
Plantae;;;Orchidales;Orchidaceae;Brachystele;tenuisissima;;Brachystele tenuisissima;(L.O. Williams) Burns-Balogh
Plantae;;;Orchidales;Orchidaceae;Brachystele;unilateralis;;Brachystele unilateralis;(Poir.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Brachystele;waldemarii;;Brachystele waldemarii;Szlach.
Plantae;;;Orchidales;Orchidaceae;Brachystele;widgrenii;;Brachystele widgrenii;(Rchb.f.) Schltr.
Plantae;;;Orchidales;Orchidaceae;Bracisepalum;densiflorum;;Bracisepalum densiflorum;de Vogel
Plantae;;;Orchidales;Orchidaceae;Bracisepalum;selebicum;;Bracisepalum selebicum;J.J.Sm.
Plantae;;;Orchidales;Orchidaceae;Brassavola;acaulis;;Brassavola acaulis;Lindl. & Paxton
Plantae;;;Orchidales;Orchidaceae;Brassavola;angustata;;Brassavola angustata;Lindl.
Plantae;;;Orchidales;Orchidaceae;Brassavola;cebolleta;;Brassavola cebolleta;Rchb.f.
Plantae;;;Orchidales;Orchidaceae;Brassavola;chacoensis;;Brassavola chacoensis;Kraenzl.
Plantae;;;Orchidales;Orchidaceae;Brassavola;cordata;;Brassavola cordata;Lindl.
Plantae;;;Orchidales;Orchidaceae;Brassavola;cucullata;;Brassavola cucullata;(L.) R. Br
Plantae;;;Orchidales;Orchidaceae;Brassavola;filifolia;;Brassavola filifolia;Lindl.
Plantae;;;Orchidales;Orchidaceae;Brassavola;flagellaris;;Brassavola flagellaris;Barb.Rodr.
Plantae;;;Orchidales;Orchidaceae;Brassavola;gardneri;;Brassavola gardneri;Cogn.
Plantae;;;Orchidales;Orchidaceae;Brassavola;grandiflora;;Brassavola grandiflora;Lindl.
Plantae;;;Orchidales;Orchidaceae;Brassavola;martiana;;Brassavola martiana;Lindl.
