kingdom;phylum;klass;order;family;genus;species;subspecies;scientific_name;author
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Alisterus;amboinensis;;Alisterus amboinensis;(Linnaeus, 1766)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Alisterus;chloropterus;;Alisterus chloropterus;(Ramsay, 1879)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Alisterus;scapularis;;Alisterus scapularis;(Lichtenstein, 1818)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;aestiva;;Amazona aestiva;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;agilis;;Amazona agilis;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;albifrons;;Amazona albifrons;(Sparrman, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;amazonica;;Amazona amazonica;(Linnaeus, 1766)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;arausiaca;;Amazona arausiaca;(Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;auropalliata;;Amazona auropalliata;(Lesson, 1842)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;autumnalis;;Amazona autumnalis;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;barbadensis;;Amazona barbadensis;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;brasiliensis;;Amazona brasiliensis;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;collaria;;Amazona collaria;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;dufresniana;;Amazona dufresniana;(Shaw, 1812)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;farinosa;;Amazona farinosa;(Boddaert, 1783)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;festiva;;Amazona festiva;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;finschi;;Amazona finschi;(Sclater, 1864)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;guildingii;;Amazona guildingii;(Vigors, 1837)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;imperialis;;Amazona imperialis;Richmond, 1899
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;kawalli;;Amazona kawalli;Grantsau & Camargo, 1989
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;leucocephala;;Amazona leucocephala;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;mercenaria;;Amazona mercenaria;(Tschudi, 1844)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;ochrocephala;;Amazona ochrocephala;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;oratrix;;Amazona oratrix;Ridgway, 1887
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;pretrei;;Amazona pretrei;(Temminck, 1830)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;rhodocorytha;;Amazona rhodocorytha;(Salvadori, 1890)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;tucumana;;Amazona tucumana;(Cabanis, 1885)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;ventralis;;Amazona ventralis;(Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;versicolor;;Amazona versicolor;(P. L. S. Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;vinacea;;Amazona vinacea;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;viridigenalis;;Amazona viridigenalis;(Cassin, 1853)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;vittata;;Amazona vittata;(Boddaert, 1783)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;xantholora;;Amazona xantholora;(G. R. Gray, 1859)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;xanthops;;Amazona xanthops;(Spix, 1824)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Anodorhynchus;glaucus;;Anodorhynchus glaucus;(Vieillot, 1816)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Anodorhynchus;hyacinthinus;;Anodorhynchus hyacinthinus;(Latham, 1790)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Anodorhynchus;leari;;Anodorhynchus leari;Bonaparte, 1856
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aprosmictus;erythropterus;;Aprosmictus erythropterus;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aprosmictus;jonquillaceus;;Aprosmictus jonquillaceus;(Vieillot, 1818)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;;Ara ambiguus;(Bechstein, 1811)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Ara;ararauna;;Ara ararauna;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Ara;chloropterus;;Ara chloropterus;G. R. Gray, 1859
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;;Ara glaucogularis;Dabbene, 1921
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Ara;macao;;Ara macao;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Ara;militaris;;Ara militaris;(Linnaeus, 1766)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;;Ara rubrogenys;Lafresnaye, 1847
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Ara;severus;;Ara severus;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;acuticaudata;;Aratinga acuticaudata;(Vieillot, 1818)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;aurea;;Aratinga aurea;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;auricapillus;;Aratinga auricapillus;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;cactorum;;Aratinga cactorum;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;canicularis;;Aratinga canicularis;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;chloroptera;;Aratinga chloroptera;(Souancé, 1856)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;erythrogenys;;Aratinga erythrogenys;(Lesson, 1844)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;euops;;Aratinga euops;(Wagler, 1832)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;finschi;;Aratinga finschi;(Salvin, 1871)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;holochlora;;Aratinga holochlora;(Sclater, 1859)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;jandaya;;Aratinga jandaya;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;leucophthalma;;Aratinga leucophthalma;(P. L. S. Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;maculata;;Aratinga maculata;(Statius Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;mitrata;;Aratinga mitrata;(Tschudi, 1844)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;nana;;Aratinga nana;(Vigors, 1830)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;pertinax;;Aratinga pertinax;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;solstitialis;;Aratinga solstitialis;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;strenua;;Aratinga strenua;(Ridgway, 1915)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;wagleri;;Aratinga wagleri;(G. R. Gray, 1845)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;weddellii;;Aratinga weddellii;(Deville, 1851)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Barnardius;zonarius;;Barnardius zonarius;(Shaw, 1805)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Bolbopsittacus;lunulatus;;Bolbopsittacus lunulatus;(Scopoli, 1786)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Bolborhynchus;ferrugineifrons;;Bolborhynchus ferrugineifrons;(Lawrence, 1880)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Bolborhynchus;lineola;;Bolborhynchus lineola;(Cassin, 1853)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Bolborhynchus;orbygnesius;;Bolborhynchus orbygnesius;(Souancé, 1856)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Brotogeris;chiriri;;Brotogeris chiriri;(Vieillot, 1818)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Brotogeris;chrysoptera;;Brotogeris chrysoptera;(Linnaeus, 1766)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Brotogeris;cyanoptera;;Brotogeris cyanoptera;(Pelzeln, 1870)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Brotogeris;jugularis;;Brotogeris jugularis;(P. L. S. Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Brotogeris;pyrrhoptera;;Brotogeris pyrrhoptera;(Latham, 1801)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Brotogeris;sanctithomae;;Brotogeris sanctithomae;(P. L. S. Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Brotogeris;tirica;;Brotogeris tirica;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Brotogeris;versicolurus;;Brotogeris versicolurus;(P. L. S. Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Coracopsis;nigra;;Coracopsis nigra;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Coracopsis;vasa;;Coracopsis vasa;(Shaw, 1812)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyanoliseus;patagonus;;Cyanoliseus patagonus;(Vieillot, 1818)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyanopsitta;spixii;;Cyanopsitta spixii;(Wagler, 1832)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyanoramphus;auriceps;;Cyanoramphus auriceps;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyanoramphus;cookii;;Cyanoramphus cookii;(G. R. Gray, 1859)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyanoramphus;forbesi;;Cyanoramphus forbesi;Rothschild, 1893
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyanoramphus;malherbi;;Cyanoramphus malherbi;Souancé, 1857
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyanoramphus;novaezelandiae;;Cyanoramphus novaezelandiae;(Sparrman, 1787)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyanoramphus;saisseti;;Cyanoramphus saisseti;J. Verreaux & Des Murs, 1860
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyanoramphus;unicolor;;Cyanoramphus unicolor;(Lear, 1831)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyclopsitta;diophthalma;;Cyclopsitta diophthalma;(Hombron & Jacquinot, 1841)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyclopsitta;diophthalma;coxeni;Cyclopsitta diophthalma coxeni;Gould, 1867
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Cyclopsitta;gulielmitertii;;Cyclopsitta gulielmitertii;(Schlegel, 1866)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Deroptyus;accipitrinus;;Deroptyus accipitrinus;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Diopsittaca;nobilis;;Diopsittaca nobilis;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Eclectus;roratus;;Eclectus roratus;(P. L. S. Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Enicognathus;ferrugineus;;Enicognathus ferrugineus;(Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Enicognathus;leptorhynchus;;Enicognathus leptorhynchus;(King, 1831)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Eunymphicus;cornutus;;Eunymphicus cornutus;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Forpus;coelestis;;Forpus coelestis;(Lesson, 1847)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Forpus;conspicillatus;;Forpus conspicillatus;(Lafresnaye, 1848)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Forpus;cyanopygius;;Forpus cyanopygius;(Souancé, 1856)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Forpus;modestus;;Forpus modestus;(Cabanis, 1848)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Forpus;passerinus;;Forpus passerinus;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Forpus;xanthops;;Forpus xanthops;(Salvin, 1895)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Forpus;xanthopterygius;;Forpus xanthopterygius;(Spix, 1824)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Geoffroyus;geoffroyi;;Geoffroyus geoffroyi;(Bechstein, 1811)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Geoffroyus;heteroclitus;;Geoffroyus heteroclitus;(Hombron & Jacquinot, 1841)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Geoffroyus;simplex;;Geoffroyus simplex;(Meyer, 1874)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Graydidascalus;brachyurus;;Graydidascalus brachyurus;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Guarouba;guarouba;;Guarouba guarouba;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Hapalopsittaca;amazonina;;Hapalopsittaca amazonina;(Des Murs, 1845)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Hapalopsittaca;fuertesi;;Hapalopsittaca fuertesi;(Chapman, 1912)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Hapalopsittaca;melanotis;;Hapalopsittaca melanotis;(Lafresnaye, 1847)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Hapalopsittaca;pyrrhops;;Hapalopsittaca pyrrhops;(Salvin, 1876)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Lathamus;discolor;;Lathamus discolor;(White, 1790)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Leptosittaca;branickii;;Leptosittaca branickii;Berlepsch & Stolzmann, 1894
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;amabilis;;Loriculus amabilis;Wallace, 1862
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;aurantiifrons;;Loriculus aurantiifrons;Schlegel, 1873
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;beryllinus;;Loriculus beryllinus;(J. R. Forster, 1781)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;catamene;;Loriculus catamene;Schlegel, 1873
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;exilis;;Loriculus exilis;Schlegel, 1866
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;flosculus;;Loriculus flosculus;Wallace, 1864
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;galgulus;;Loriculus galgulus;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;philippensis;;Loriculus philippensis;(Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;pusillus;;Loriculus pusillus;G. R. Gray, 1859
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;stigmatus;;Loriculus stigmatus;(S. Müller, 1843)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Loriculus;vernalis;;Loriculus vernalis;(Sparrman, 1787)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Micropsitta;bruijnii;;Micropsitta bruijnii;(Salvadori, 1875)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Micropsitta;finschii;;Micropsitta finschii;(Ramsay, 1881)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Micropsitta;geelvinkiana;;Micropsitta geelvinkiana;(Schlegel, 1871)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Micropsitta;keiensis;;Micropsitta keiensis;(Salvadori, 1875)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Micropsitta;meeki;;Micropsitta meeki;Rothschild & Hartert, 1924
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Micropsitta;pusio;;Micropsitta pusio;(Sclater, 1866)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Myiopsitta;monachus;;Myiopsitta monachus;(Boddaert, 1783)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Nandayus;nenday;;Nandayus nenday;(Vieillot, 1823)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Nannopsittaca;dachilleae;;Nannopsittaca dachilleae;O'Neil, Munn & Franke, 1991
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Nannopsittaca;panychlora;;Nannopsittaca panychlora;(Salvin & Godman, 1883)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Neophema;chrysogaster;;Neophema chrysogaster;(Latham, 1790)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Neophema;chrysostoma;;Neophema chrysostoma;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Neophema;elegans;;Neophema elegans;(Gould, 1837)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Neophema;petrophila;;Neophema petrophila;(Gould, 1841)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Neophema;pulchella;;Neophema pulchella;(Shaw, 1792)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Neophema;splendida;;Neophema splendida;(Gould, 1841)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Neopsephotus;bourkii;;Neopsephotus bourkii;(Gould, 1841)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Nestor;meridionalis;;Nestor meridionalis;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Nestor;notabilis;;Nestor notabilis;Gould, 1856
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Northiella;haematogaster;;Northiella haematogaster;(Gould, 1838)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Ognorhynchus;icterotis;;Ognorhynchus icterotis;(Massena & Souancé, 1854)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Orthopsittaca;manilata;;Orthopsittaca manilata;(Boddaert, 1783)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pezoporus;occidentalis;;Pezoporus occidentalis;Gould, 1861
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pezoporus;wallicus;;Pezoporus wallicus;Kerr, 1792
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionites;leucogaster;;Pionites leucogaster;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionites;melanocephalus;;Pionites melanocephalus;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionopsitta;aurantiocephala;;Pionopsitta aurantiocephala;Gaban-Lima, Raposo & Hofling, 2002
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionopsitta;barrabandi;;Pionopsitta barrabandi;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionopsitta;caica;;Pionopsitta caica;(Latham, 1790)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionopsitta;haematotis;;Pionopsitta haematotis;(Sclater & Salvin, 1860)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionopsitta;pileata;;Pionopsitta pileata;(Scopoli, 1769)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionopsitta;pulchra;;Pionopsitta pulchra;Berlepsch, 1897
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionopsitta;pyrilia;;Pionopsitta pyrilia;(Bonaparte, 1853)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionopsitta;vulturina;;Pionopsitta vulturina;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionus;chalcopterus;;Pionus chalcopterus;(Fraser, 1841)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionus;fuscus;;Pionus fuscus;(P. L. S. Müller, 1776)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionus;maximiliani;;Pionus maximiliani;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionus;menstruus;;Pionus menstruus;(Linnaeus, 1766)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionus;senilis;;Pionus senilis;(Spix, 1824)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionus;sordidus;;Pionus sordidus;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pionus;tumultuosus;;Pionus tumultuosus;(Tschudi, 1844)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Platycercus;adscitus;;Platycercus adscitus;(Latham, 1790)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Platycercus;caledonicus;;Platycercus caledonicus;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Platycercus;elegans;;Platycercus elegans;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Platycercus;eximius;;Platycercus eximius;(Shaw, 1792)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Platycercus;icterotis;;Platycercus icterotis;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Platycercus;venustus;;Platycercus venustus;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;crassus;;Poicephalus crassus;(Sharpe, 1884)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;cryptoxanthus;;Poicephalus cryptoxanthus;(Peters, 1854)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;flavifrons;;Poicephalus flavifrons;(Rüppell, 1845)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;fuscicollis;;Poicephalus fuscicollis;(Kuhl, 1820)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;gulielmi;;Poicephalus gulielmi;(Jardine, 1849)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;meyeri;;Poicephalus meyeri;(Cretzschmar, 1827)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;robustus;;Poicephalus robustus;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;rueppellii;;Poicephalus rueppellii;(Gray, 1849)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;rufiventris;;Poicephalus rufiventris;(Rüppell, 1845)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Poicephalus;senegalus;;Poicephalus senegalus;(Linnaeus, 1766)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Polytelis;alexandrae;;Polytelis alexandrae;Gould, 1863
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Polytelis;anthopeplus;;Polytelis anthopeplus;(Lear, 1831)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Polytelis;swainsonii;;Polytelis swainsonii;(Desmarest, 1826)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Primolius;auricollis;;Primolius auricollis;(Cassin, 1853)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Primolius;couloni;;Primolius couloni;(P. L. Sclater, 1876)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Primolius;maracana;;Primolius maracana;(Vieillot, 1816)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prioniturus;discurus;;Prioniturus discurus;(Vieillot, 1818)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prioniturus;flavicans;;Prioniturus flavicans;Cassin, 1853
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prioniturus;luconensis;;Prioniturus luconensis;Steere, 1890
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prioniturus;mada;;Prioniturus mada;Hartert, 1900
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prioniturus;montanus;;Prioniturus montanus;Ogilvie-Grant, 1895
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prioniturus;platenae;;Prioniturus platenae;W. Blasius, 1888
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prioniturus;platurus;;Prioniturus platurus;(Vieillot, 1818)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prioniturus;verticalis;;Prioniturus verticalis;Sharpe, 1893
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prosopeia;personata;;Prosopeia personata;(G. R. Gray, 1848)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prosopeia;splendens;;Prosopeia splendens;(Peale, 1848)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Prosopeia;tabuensis;;Prosopeia tabuensis;(Gmelin, 1788)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psephotus;chrysopterygius;;Psephotus chrysopterygius;Gould, 1858
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psephotus;dissimilis;;Psephotus dissimilis;Collett, 1898
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psephotus;haematonotus;;Psephotus haematonotus;(Gould, 1838)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psephotus;pulcherrimus;;Psephotus pulcherrimus;(Gould, 1845)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psephotus;varius;;Psephotus varius;Clark, 1910
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psilopsiagon;aurifrons;;Psilopsiagon aurifrons;(Lesson, 1830)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psilopsiagon;aymara;;Psilopsiagon aymara;(d'Orbigny, 1839)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psittacella;brehmii;;Psittacella brehmii;Schlegel, 1873
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psittacella;madaraszi;;Psittacella madaraszi;A. B. Meyer, 1886
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psittacella;modesta;;Psittacella modesta;Schlegel, 1873
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psittacella;picta;;Psittacella picta;Rothschild, 1896
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psittacula;alexandri;;Psittacula alexandri;(Linnaeus, 1758)
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psittacula;calthorpae;;Psittacula calthorpae;(Blyth, 1849)
